_id,_pct_missed,_judgments,_gold_case,_difficulty,_hidden,_contention,_pct_contested,_which_sound_was_more_realistic,morepc_gold,morepc_gold_reason,rownum,s0_simplegrainlength,s1_simplemaxdist,s0_coordinates,s0_mix,s0_simplemaxdist,s0_name,s1_simplegrainlength,s1_name,s1_iteration,s1_hash,s0_hash,s1_mix,s1_coordinates,s0_iteration,jobname,_golden
277568855,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1040,None,30,None,tones,None,mp3/mix-tones-iteration-03.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,03,cb7f97a8ab69033a8c00da1b0441c8be,d6586c064366081bc03656b73da40eb4,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568856,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1041,1.00_2.00,30,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,03,cb7f97a8ab69033a8c00da1b0441c8be,cb7f97a8ab69033a8c00da1b0441c8be,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568857,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,1042,1.00_2.00,None,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3,None,mp3/mix-tones-iteration-00.mp3,00,0b1f9635282b5445671290fe7205e2ac,f39bf230506742d46c42e826e1120d24,tones,None,03,tune-simple-study-1-rank-iterations,True
277568858,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1043,1.00_2.00,5,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3,03,f39bf230506742d46c42e826e1120d24,f39bf230506742d46c42e826e1120d24,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568859,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1044,None,15,None,tones,None,mp3/mix-tones-iteration-02.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-15.mp3,04,5d6a0ca9984df43f25c349638c885682,a12a927747db44ef0122d0ecc867ad67,simple,0.00_1.00_0.00,02,tune-simple-study-1-rank-iterations,True
277568860,1.00,1,,0,false,"",0.0,"s1
s0
null
same","same
null",Sounds are the same.,1045,1.00_2.00,15,0.00_1.00_0.00,simple,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-15.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-15.mp3,04,5d6a0ca9984df43f25c349638c885682,5d6a0ca9984df43f25c349638c885682,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568861,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1046,None,30,None,tones,None,mp3/mix-tones-iteration-03.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-30.mp3,04,d5a53a5d38e7590c24feb00006b3692c,d6586c064366081bc03656b73da40eb4,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568862,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1047,1.00_2.00,30,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-30.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-30.mp3,04,d5a53a5d38e7590c24feb00006b3692c,d5a53a5d38e7590c24feb00006b3692c,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568863,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1048,None,5,None,tones,None,mp3/mix-tones-iteration-04.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-5.mp3,04,4eeda00e82592843ae4b458c3f4fa4eb,dcddb696d2dbff2d47c4ab016491afef,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568864,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1049,1.00_2.00,5,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-5.mp3,1.00_2.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-5.mp3,04,4eeda00e82592843ae4b458c3f4fa4eb,4eeda00e82592843ae4b458c3f4fa4eb,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568865,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1050,None,15,None,tones,None,mp3/mix-tones-iteration-00.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-15.mp3,00,2201b71c66426fd3b5b9a0518bf630c7,0b1f9635282b5445671290fe7205e2ac,simple,0.00_1.00_0.00,00,tune-simple-study-1-rank-iterations,True
277568866,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1051,2.00_4.00,15,0.00_1.00_0.00,simple,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-15.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-15.mp3,00,2201b71c66426fd3b5b9a0518bf630c7,2201b71c66426fd3b5b9a0518bf630c7,simple,0.00_1.00_0.00,00,tune-simple-study-1-rank-iterations,True
277568867,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1052,None,30,None,tones,None,mp3/mix-tones-iteration-00.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-30.mp3,00,e490c7159ccdaa373dbc5d51df49da15,0b1f9635282b5445671290fe7205e2ac,simple,0.00_1.00_0.00,00,tune-simple-study-1-rank-iterations,True
277568868,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1053,2.00_4.00,30,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-30.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-30.mp3,00,e490c7159ccdaa373dbc5d51df49da15,e490c7159ccdaa373dbc5d51df49da15,simple,0.00_1.00_0.00,00,tune-simple-study-1-rank-iterations,True
277568869,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,1054,2.00_4.00,None,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-5.mp3,None,mp3/mix-tones-iteration-03.mp3,03,d6586c064366081bc03656b73da40eb4,80b6b890a9067b9d8663a216d6962350,tones,None,00,tune-simple-study-1-rank-iterations,True
277568870,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1055,2.00_4.00,5,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-5.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-5.mp3,00,80b6b890a9067b9d8663a216d6962350,80b6b890a9067b9d8663a216d6962350,simple,0.00_1.00_0.00,00,tune-simple-study-1-rank-iterations,True
277568871,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1056,None,15,None,tones,None,mp3/mix-tones-iteration-01.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3,01,b8fc9260a7cc66327c29a2e1adf7461c,0881e99d24a3cb576f8e194c4314ea77,simple,0.00_1.00_0.00,01,tune-simple-study-1-rank-iterations,True
277568872,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1057,2.00_4.00,15,0.00_1.00_0.00,simple,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3,01,b8fc9260a7cc66327c29a2e1adf7461c,b8fc9260a7cc66327c29a2e1adf7461c,simple,0.00_1.00_0.00,01,tune-simple-study-1-rank-iterations,True
277568873,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1058,None,30,None,tones,None,mp3/mix-tones-iteration-03.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-30.mp3,01,6284ba4bb54f30d81a2f6ab9c4dfc85a,d6586c064366081bc03656b73da40eb4,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568874,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1059,2.00_4.00,30,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-30.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-30.mp3,01,6284ba4bb54f30d81a2f6ab9c4dfc85a,6284ba4bb54f30d81a2f6ab9c4dfc85a,simple,0.00_1.00_0.00,01,tune-simple-study-1-rank-iterations,True
277568875,0.50,2,,0,false,"",0.0,"same
s1
null
s0",s1,Sound 1 is obviously a series of synthesized tones.,1060,None,5,None,tones,None,mp3/mix-tones-iteration-03.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-5.mp3,01,52b18b8d3e328a32393854a2cfc77f46,d6586c064366081bc03656b73da40eb4,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568876,0.00,1,,0,false,"",0.0,"null
s0
same
s1","same
null",Sounds are the same.,1061,2.00_4.00,5,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-5.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-5.mp3,01,52b18b8d3e328a32393854a2cfc77f46,52b18b8d3e328a32393854a2cfc77f46,simple,0.00_1.00_0.00,01,tune-simple-study-1-rank-iterations,True
277568877,0.00,0,,0,false,"",0,"",s0,Sound 2 is obviously a series of synthesized tones.,1062,2.00_4.00,None,0.00_1.00_0.00,simple,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3,None,mp3/mix-tones-iteration-00.mp3,00,0b1f9635282b5445671290fe7205e2ac,9c51371bc88822d8353421bf83a9d8f6,tones,None,02,tune-simple-study-1-rank-iterations,True
277568878,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1063,2.00_4.00,15,0.00_1.00_0.00,simple,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3,02,9c51371bc88822d8353421bf83a9d8f6,9c51371bc88822d8353421bf83a9d8f6,simple,0.00_1.00_0.00,02,tune-simple-study-1-rank-iterations,True
277568879,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1064,None,30,None,tones,None,mp3/mix-tones-iteration-00.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,02,52f6b06143f98e65cf05d6bbe10baf48,0b1f9635282b5445671290fe7205e2ac,simple,0.00_1.00_0.00,00,tune-simple-study-1-rank-iterations,True
277568880,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1065,2.00_4.00,30,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,02,52f6b06143f98e65cf05d6bbe10baf48,52f6b06143f98e65cf05d6bbe10baf48,simple,0.00_1.00_0.00,02,tune-simple-study-1-rank-iterations,True
277568881,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1066,None,5,None,tones,None,mp3/mix-tones-iteration-03.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-5.mp3,02,e4fd8ba25f80ec1c73eb3cc892ed16ce,d6586c064366081bc03656b73da40eb4,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568882,0.50,2,,0,false,"",0.0,"same
s1
null
s0","same
null",Sounds are the same.,1067,2.00_4.00,5,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-5.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-5.mp3,02,e4fd8ba25f80ec1c73eb3cc892ed16ce,e4fd8ba25f80ec1c73eb3cc892ed16ce,simple,0.00_1.00_0.00,02,tune-simple-study-1-rank-iterations,True
277568883,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1068,None,15,None,tones,None,mp3/mix-tones-iteration-04.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,03,9fcd691886d43733436b9a7578c9e447,dcddb696d2dbff2d47c4ab016491afef,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568884,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1069,2.00_4.00,15,0.00_1.00_0.00,simple,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,03,9fcd691886d43733436b9a7578c9e447,9fcd691886d43733436b9a7578c9e447,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568885,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1070,None,30,None,tones,None,mp3/mix-tones-iteration-04.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3,03,72088d18393de361e5afdb46b743c557,dcddb696d2dbff2d47c4ab016491afef,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568886,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1071,2.00_4.00,30,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3,03,72088d18393de361e5afdb46b743c557,72088d18393de361e5afdb46b743c557,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568887,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1072,None,5,None,tones,None,mp3/mix-tones-iteration-04.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,03,22bf295056ea2a5a126896d1502185e0,dcddb696d2dbff2d47c4ab016491afef,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568888,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1073,2.00_4.00,5,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,03,22bf295056ea2a5a126896d1502185e0,22bf295056ea2a5a126896d1502185e0,simple,0.00_1.00_0.00,03,tune-simple-study-1-rank-iterations,True
277568889,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1074,None,15,None,tones,None,mp3/mix-tones-iteration-00.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,04,b141d877d75f82f1558d06f09873f143,0b1f9635282b5445671290fe7205e2ac,simple,0.00_1.00_0.00,00,tune-simple-study-1-rank-iterations,True
277568890,0.00,1,,0,false,"",0.0,"null
s0
same
s1","same
null",Sounds are the same.,1075,2.00_4.00,15,0.00_1.00_0.00,simple,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,04,b141d877d75f82f1558d06f09873f143,b141d877d75f82f1558d06f09873f143,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568891,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,1076,2.00_4.00,None,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-30.mp3,None,mp3/mix-tones-iteration-00.mp3,00,0b1f9635282b5445671290fe7205e2ac,03f0544e76ab36af73c74d551c26a6fa,tones,None,04,tune-simple-study-1-rank-iterations,True
277568892,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1077,2.00_4.00,30,0.00_1.00_0.00,simple,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-30.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-30.mp3,04,03f0544e76ab36af73c74d551c26a6fa,03f0544e76ab36af73c74d551c26a6fa,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568893,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1078,None,5,None,tones,None,mp3/mix-tones-iteration-02.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-5.mp3,04,ba828f7cd972d3f7b84a3c356599d023,a12a927747db44ef0122d0ecc867ad67,simple,0.00_1.00_0.00,02,tune-simple-study-1-rank-iterations,True
277568894,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1079,2.00_4.00,5,0.00_1.00_0.00,simple,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-5.mp3,2.00_4.00,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-5.mp3,04,ba828f7cd972d3f7b84a3c356599d023,ba828f7cd972d3f7b84a3c356599d023,simple,0.00_1.00_0.00,04,tune-simple-study-1-rank-iterations,True
277568895,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1080,None,15,None,tones,None,mp3/mix-tones-iteration-03.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,00,122888498f429ccb5c7a8932095e5ca0,d6586c064366081bc03656b73da40eb4,simple,0.11_0.44_0.44,03,tune-simple-study-1-rank-iterations,True
277568896,1.00,1,,0,false,"",0.0,"s0
same
null
s1","same
null",Sounds are the same.,1081,0.50_1.00,15,0.11_0.44_0.44,simple,15,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,00,122888498f429ccb5c7a8932095e5ca0,122888498f429ccb5c7a8932095e5ca0,simple,0.11_0.44_0.44,00,tune-simple-study-1-rank-iterations,True
277568897,1.00,2,,0,false,"",0.0,"s0
same
null
s1",s1,Sound 1 is obviously a series of synthesized tones.,1082,None,30,None,tones,None,mp3/mix-tones-iteration-04.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,00,040a0b8a943ec3b764687435c1afca7e,dcddb696d2dbff2d47c4ab016491afef,simple,0.11_0.44_0.44,04,tune-simple-study-1-rank-iterations,True
277568898,1.00,1,,0,false,"",0.0,"s0
same
null
s1","same
null",Sounds are the same.,1083,0.50_1.00,30,0.11_0.44_0.44,simple,30,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,00,040a0b8a943ec3b764687435c1afca7e,040a0b8a943ec3b764687435c1afca7e,simple,0.11_0.44_0.44,00,tune-simple-study-1-rank-iterations,True
277568899,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1084,None,5,None,tones,None,mp3/mix-tones-iteration-03.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,00,5ff251bcc9fd1cda4149d294dcf373c4,d6586c064366081bc03656b73da40eb4,simple,0.11_0.44_0.44,03,tune-simple-study-1-rank-iterations,True
277568900,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1085,0.50_1.00,5,0.11_0.44_0.44,simple,5,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,00,5ff251bcc9fd1cda4149d294dcf373c4,5ff251bcc9fd1cda4149d294dcf373c4,simple,0.11_0.44_0.44,00,tune-simple-study-1-rank-iterations,True
277568901,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1086,None,15,None,tones,None,mp3/mix-tones-iteration-03.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,01,bdb2ae55b6e3a792aeee38154af9fe33,d6586c064366081bc03656b73da40eb4,simple,0.11_0.44_0.44,03,tune-simple-study-1-rank-iterations,True
277568902,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1087,0.50_1.00,15,0.11_0.44_0.44,simple,15,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,01,bdb2ae55b6e3a792aeee38154af9fe33,bdb2ae55b6e3a792aeee38154af9fe33,simple,0.11_0.44_0.44,01,tune-simple-study-1-rank-iterations,True
277568903,1.00,1,,0,false,"",0.0,"null
s0
same
s1",s1,Sound 1 is obviously a series of synthesized tones.,1088,None,30,None,tones,None,mp3/mix-tones-iteration-03.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,01,9773506843ed793f923dff77b069e2a1,d6586c064366081bc03656b73da40eb4,simple,0.11_0.44_0.44,03,tune-simple-study-1-rank-iterations,True
277568904,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1089,0.50_1.00,30,0.11_0.44_0.44,simple,30,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,01,9773506843ed793f923dff77b069e2a1,9773506843ed793f923dff77b069e2a1,simple,0.11_0.44_0.44,01,tune-simple-study-1-rank-iterations,True
277568905,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,1090,0.50_1.00,None,0.11_0.44_0.44,simple,5,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,None,mp3/mix-tones-iteration-01.mp3,01,0881e99d24a3cb576f8e194c4314ea77,cfa14d1cffd91e08ae27397bfd20e31b,tones,None,01,tune-simple-study-1-rank-iterations,True
277568906,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1091,0.50_1.00,5,0.11_0.44_0.44,simple,5,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,01,cfa14d1cffd91e08ae27397bfd20e31b,cfa14d1cffd91e08ae27397bfd20e31b,simple,0.11_0.44_0.44,01,tune-simple-study-1-rank-iterations,True
277568907,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,1092,None,15,None,tones,None,mp3/mix-tones-iteration-04.mp3,0.50_1.00,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,02,2be4d40b5ad56c4e3a7ef9141b15d4a4,dcddb696d2dbff2d47c4ab016491afef,simple,0.11_0.44_0.44,04,tune-simple-study-1-rank-iterations,True
